	UBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	transboundary name	species =parent term	parent ID
Icelandic Horse!%!Horse	UBO:0000991	Icelandic Horse (Horse)	Icelandic Horse	Horse	UBO:0000021
Irish Cobb!%!Horse	UBO:0000992	Irish Cobb (Horse)	Irish Cobb	Horse	UBO:0000021
Irish Draught!%!Horse	UBO:0000993	Irish Draught (Horse)	Irish Draught	Horse	UBO:0000021
Irish Pony!%!Horse	UBO:0000994	Irish Pony (Horse)	Irish Pony	Horse	UBO:0000021
Irish Sport Horse!%!Horse	UBO:0000995	Irish Sport Horse (Horse)	Irish Sport Horse	Horse	UBO:0000021
Irish Warmblood!%!Horse	UBO:0000996	Irish Warmblood (Horse)	Irish Warmblood	Horse	UBO:0000021
Islandic Horse!%!Horse	UBO:0000997	Islandic Horse (Horse)	Islandic Horse	Horse	UBO:0000021
Jutland Horse!%!Horse	UBO:0000998	Jutland Horse (Horse)	Jutland Horse	Horse	UBO:0000021
Kabarda!%!Horse	UBO:0000999	Kabarda (Horse)	Kabarda	Horse	UBO:0000021
Kanata Pony!%!Horse	UBO:0001000	Kanata Pony (Horse)	Kanata Pony	Horse	UBO:0000021
Karabair!%!Horse	UBO:0001001	Karabair (Horse)	Karabair	Horse	UBO:0000021
Karabakh!%!Horse	UBO:0001002	Karabakh (Horse)	Karabakh	Horse	UBO:0000021
Karachai!%!Horse	UBO:0001003	Karachai (Horse)	Karachai	Horse	UBO:0000021
Kazakh!%!Horse	UBO:0001004	Kazakh (Horse)	Kazakh	Horse	UBO:0000021
Kerry Bog Pony!%!Horse	UBO:0001005	Kerry Bog Pony (Horse)	Kerry Bog Pony	Horse	UBO:0000021
Kisber Halfbred!%!Horse	UBO:0001006	Kisber Halfbred (Horse)	Kisber Halfbred	Horse	UBO:0000021
Kladruby!%!Horse	UBO:0001007	Kladruby (Horse)	Kladruby	Horse	UBO:0000021
Knabstrupper!%!Horse	UBO:0001008	Knabstrupper (Horse)	Knabstrupper	Horse	UBO:0000021
Koto-Koli Pony!%!Horse	UBO:0001009	Koto-Koli Pony (Horse)	Koto-Koli Pony	Horse	UBO:0000021
Kurdi!%!Horse	UBO:0001010	Kurdi (Horse)	Kurdi	Horse	UBO:0000021
Landais!%!Horse	UBO:0001011	Landais (Horse)	Landais	Horse	UBO:0000021
Leutstettener!%!Horse	UBO:0001012	Leutstettener (Horse)	Leutstettener	Horse	UBO:0000021
Lipitsa!%!Horse	UBO:0001013	Lipitsa (Horse)	Lipitsa	Horse	UBO:0000021
Lipizzan horse!%!Horse	UBO:0001014	Lipizzan horse (Horse)	Lipizzan horse	Horse	UBO:0000021
Local horse!%!Horse	UBO:0001015	Local horse (Horse)	Local horse	Horse	UBO:0000021
Lower Caucasus!%!Horse	UBO:0001016	Lower Caucasus (Horse)	Lower Caucasus	Horse	UBO:0000021
Lusitanian!%!Horse	UBO:0001017	Lusitanian (Horse)	Lusitanian	Horse	UBO:0000021
Mangalarga!%!Horse	UBO:0001018	Mangalarga (Horse)	Mangalarga	Horse	UBO:0000021
Mecklenburg!%!Horse	UBO:0001019	Mecklenburg (Horse)	Mecklenburg	Horse	UBO:0000021
Merens Pony!%!Horse	UBO:0001020	Merens Pony (Horse)	Merens Pony	Horse	UBO:0000021
Mongolian!%!Horse	UBO:0001021	Mongolian (Horse)	Mongolian	Horse	UBO:0000021
Morgan!%!Horse	UBO:0001022	Morgan (Horse)	Morgan	Horse	UBO:0000021
Mountain pony!%!Horse	UBO:0001023	Mountain pony (Horse)	Mountain pony	Horse	UBO:0000021
Murinsulaner horse!%!Horse	UBO:0001024	Murinsulaner horse (Horse)	Murinsulaner horse	Horse	UBO:0000021
Mustang!%!Horse	UBO:0001025	Mustang (Horse)	Mustang	Horse	UBO:0000021
New Forest Pony!%!Horse	UBO:0001026	New Forest Pony (Horse)	New Forest Pony	Horse	UBO:0000021
Nonius!%!Horse	UBO:0001027	Nonius (Horse)	Nonius	Horse	UBO:0000021
Nooitgedacht Pony!%!Horse	UBO:0001028	Nooitgedacht Pony (Horse)	Nooitgedacht Pony	Horse	UBO:0000021
Nordsvensk travare!%!Horse	UBO:0001029	Nordsvensk travare (Horse)	Nordsvensk travare	Horse	UBO:0000021
Noric!%!Horse	UBO:0001030	Noric (Horse)	Noric	Horse	UBO:0000021
Norman Cob!%!Horse	UBO:0001031	Norman Cob (Horse)	Norman Cob	Horse	UBO:0000021
Northern Ardennes!%!Horse	UBO:0001032	Northern Ardennes (Horse)	Northern Ardennes	Horse	UBO:0000021
Old Kladruby Horse!%!Horse	UBO:0001033	Old Kladruby Horse (Horse)	Old Kladruby Horse	Horse	UBO:0000021
Oldenburg!%!Horse	UBO:0001034	Oldenburg (Horse)	Oldenburg	Horse	UBO:0000021
Orlov Saddle Horse!%!Horse	UBO:0001035	Orlov Saddle Horse (Horse)	Orlov Saddle Horse	Horse	UBO:0000021
Orlov Trotter!%!Horse	UBO:0001036	Orlov Trotter (Horse)	Orlov Trotter	Horse	UBO:0000021
Palomino!%!Horse	UBO:0001037	Palomino (Horse)	Palomino	Horse	UBO:0000021
Pantanero!%!Horse	UBO:0001038	Pantanero (Horse)	Pantanero	Horse	UBO:0000021
Part Bred Cob!%!Horse	UBO:0001039	Part Bred Cob (Horse)	Part Bred Cob	Horse	UBO:0000021
Paso Fino!%!Horse	UBO:0001040	Paso Fino (Horse)	Paso Fino	Horse	UBO:0000021
Percheron!%!Horse	UBO:0001041	Percheron (Horse)	Percheron	Horse	UBO:0000021
Peruvian Paso!%!Horse	UBO:0001042	Peruvian Paso (Horse)	Peruvian Paso	Horse	UBO:0000021
Piebald and Skewbald!%!Horse	UBO:0001043	Piebald and Skewbald (Horse)	Piebald and Skewbald	Horse	UBO:0000021
Pineia- Geogalidiko- Georgaludiko!%!Horse	UBO:0001044	Pineia- Geogalidiko- Georgaludiko (Horse)	Pineia- Geogalidiko- Georgaludiko	Horse	UBO:0000021
PinkafÃ¶!%!Horse	UBO:0001045	PinkafÃ¶ (Horse)	PinkafÃ¶	Horse	UBO:0000021
Polish Coldblood!%!Horse	UBO:0001046	Polish Coldblood (Horse)	Polish Coldblood	Horse	UBO:0000021
Polish Konik!%!Horse	UBO:0001047	Polish Konik (Horse)	Polish Konik	Horse	UBO:0000021
Polish Trakehner!%!Horse	UBO:0001048	Polish Trakehner (Horse)	Polish Trakehner	Horse	UBO:0000021
Polish Trotter!%!Horse	UBO:0001049	Polish Trotter (Horse)	Polish Trotter	Horse	UBO:0000021
Polo Argentino!%!Horse	UBO:0001050	Polo Argentino (Horse)	Polo Argentino	Horse	UBO:0000021
Ponei da Terceira!%!Horse	UBO:0001051	Ponei da Terceira (Horse)	Ponei da Terceira	Horse	UBO:0000021
Pony!%!Horse	UBO:0001052	Pony (Horse)	Pony	Horse	UBO:0000021
Posavina!%!Horse	UBO:0001053	Posavina (Horse)	Posavina	Horse	UBO:0000021
Pottok!%!Horse	UBO:0001054	Pottok (Horse)	Pottok	Horse	UBO:0000021
Przewalski Horse!%!Horse	UBO:0001055	Przewalski Horse (Horse)	Przewalski Horse	Horse	UBO:0000021
Purebred Spanish!%!Horse	UBO:0001056	Purebred Spanish (Horse)	Purebred Spanish	Horse	UBO:0000021
Quarter Horse!%!Horse	UBO:0001057	Quarter Horse (Horse)	Quarter Horse	Horse	UBO:0000021
Rheinish Westphalian Draught Horse!%!Horse	UBO:0001058	Rheinish Westphalian Draught Horse (Horse)	Rheinish Westphalian Draught Horse	Horse	UBO:0000021
Rhenish Warmblood!%!Horse	UBO:0001059	Rhenish Warmblood (Horse)	Rhenish Warmblood	Horse	UBO:0000021
Rottal!%!Horse	UBO:0001060	Rottal (Horse)	Rottal	Horse	UBO:0000021
Russian Trotter!%!Horse	UBO:0001061	Russian Trotter (Horse)	Russian Trotter	Horse	UBO:0000021
Sable Island Pony!%!Horse	UBO:0001062	Sable Island Pony (Horse)	Sable Island Pony	Horse	UBO:0000021
Schleswig Coldblood!%!Horse	UBO:0001063	Schleswig Coldblood (Horse)	Schleswig Coldblood	Horse	UBO:0000021
Senne!%!Horse	UBO:0001064	Senne (Horse)	Senne	Horse	UBO:0000021
Shagya Arab!%!Horse	UBO:0001065	Shagya Arab (Horse)	Shagya Arab	Horse	UBO:0000021
Shetland Pony!%!Horse	UBO:0001066	Shetland Pony (Horse)	Shetland Pony	Horse	UBO:0000021
Shire!%!Horse	UBO:0001067	Shire (Horse)	Shire	Horse	UBO:0000021
Silesian Horse!%!Horse	UBO:0001068	Silesian Horse (Horse)	Silesian Horse	Horse	UBO:0000021
Silesian Norik!%!Horse	UBO:0001069	Silesian Norik (Horse)	Silesian Norik	Horse	UBO:0000021
Skyros Pony!%!Horse	UBO:0001070	Skyros Pony (Horse)	Skyros Pony	Horse	UBO:0000021
Slovak Warmblood!%!Horse	UBO:0001071	Slovak Warmblood (Horse)	Slovak Warmblood	Horse	UBO:0000021
Slovak Warmblood Horse!%!Horse	UBO:0001072	Slovak Warmblood Horse (Horse)	Slovak Warmblood Horse	Horse	UBO:0000021
Sokolski!%!Horse	UBO:0001073	Sokolski (Horse)	Sokolski	Horse	UBO:0000021
Soviet Heavy Draft!%!Horse	UBO:0001074	Soviet Heavy Draft (Horse)	Soviet Heavy Draft	Horse	UBO:0000021
Suffolk!%!Horse	UBO:0001075	Suffolk (Horse)	Suffolk	Horse	UBO:0000021
Swedish Riding Pony!%!Horse	UBO:0001076	Swedish Riding Pony (Horse)	Swedish Riding Pony	Horse	UBO:0000021
Swedish Warmblood!%!Horse	UBO:0001077	Swedish Warmblood (Horse)	Swedish Warmblood	Horse	UBO:0000021
Sztumski!%!Horse	UBO:0001078	Sztumski (Horse)	Sztumski	Horse	UBO:0000021
Tanghan!%!Horse	UBO:0001079	Tanghan (Horse)	Tanghan	Horse	UBO:0000021
Tarpan!%!Horse	UBO:0001080	Tarpan (Horse)	Tarpan	Horse	UBO:0000021
Tennessee Walking Horse!%!Horse	UBO:0001081	Tennessee Walking Horse (Horse)	Tennessee Walking Horse	Horse	UBO:0000021
Tersk!%!Horse	UBO:0001082	Tersk (Horse)	Tersk	Horse	UBO:0000021
Thoroughbred!%!Horse	UBO:0001083	Thoroughbred (Horse)	Thoroughbred	Horse	UBO:0000021
Tibetan Pony!%!Horse	UBO:0001084	Tibetan Pony (Horse)	Tibetan Pony	Horse	UBO:0000021
Tinker!%!Horse	UBO:0001085	Tinker (Horse)	Tinker	Horse	UBO:0000021
Tori Horse (Toric)!%!Horse	UBO:0001086	Tori Horse (Toric) (Horse)	Tori Horse (Toric)	Horse	UBO:0000021
Trakehner!%!Horse	UBO:0001087	Trakehner (Horse)	Trakehner	Horse	UBO:0000021
Trotter Horse!%!Horse	UBO:0001088	Trotter Horse (Horse)	Trotter Horse	Horse	UBO:0000021
Tuigpaard!%!Horse	UBO:0001089	Tuigpaard (Horse)	Tuigpaard	Horse	UBO:0000021
Waziri!%!Horse	UBO:0001090	Waziri (Horse)	Waziri	Horse	UBO:0000021
Welsh Pony!%!Horse	UBO:0001091	Welsh Pony (Horse)	Welsh Pony	Horse	UBO:0000021
West African Barb!%!Horse	UBO:0001092	West African Barb (Horse)	West African Barb	Horse	UBO:0000021
West African Dongola!%!Horse	UBO:0001093	West African Dongola (Horse)	West African Dongola	Horse	UBO:0000021
Westphalian Warmblood!%!Horse	UBO:0001094	Westphalian Warmblood (Horse)	Westphalian Warmblood	Horse	UBO:0000021
Yabu!%!Horse	UBO:0001095	Yabu (Horse)	Yabu	Horse	UBO:0000021
Chaku!%!Llama	UBO:0001096	Chaku (Llama)	Chaku	Llama	UBO:0000022
Kara!%!Llama	UBO:0001097	Kara (Llama)	Kara	Llama	UBO:0000022
Llhama!%!Llama	UBO:0001098	Llhama (Llama)	Llhama	Llama	UBO:0000022
Muscovy!%!Muscovy duck	UBO:0001099	Muscovy (Muscovy duck)	Muscovy	Muscovy duck	UBO:0000023
Ã‘andÃº!%!Nandu	UBO:0001100	Ã‘andÃº (Nandu)	Ã‘andÃº	Nandu	UBO:0000024
African Black!%!Ostrich	UBO:0001101	African Black (Ostrich)	African Black	Ostrich	UBO:0000025
Australian!%!Ostrich	UBO:0001102	Australian (Ostrich)	Australian	Ostrich	UBO:0000025
Kenyan Red!%!Ostrich	UBO:0001103	Kenyan Red (Ostrich)	Kenyan Red	Ostrich	UBO:0000025
Alentejana!%!Pig	UBO:0001104	Alentejana (Pig)	Alentejana	Pig	UBO:0000029
American Hampshire!%!Pig	UBO:0001105	American Hampshire (Pig)	American Hampshire	Pig	UBO:0000029
American Landrace!%!Pig	UBO:0001106	American Landrace (Pig)	American Landrace	Pig	UBO:0000029
Andalusian Spotted!%!Pig	UBO:0001107	Andalusian Spotted (Pig)	Andalusian Spotted	Pig	UBO:0000029
Angeln Saddleback!%!Pig	UBO:0001108	Angeln Saddleback (Pig)	Angeln Saddleback	Pig	UBO:0000029
Basque Black Pied!%!Pig	UBO:0001109	Basque Black Pied (Pig)	Basque Black Pied	Pig	UBO:0000029
Bayeux!%!Pig	UBO:0001110	Bayeux (Pig)	Bayeux	Pig	UBO:0000029
Bearded Pig!%!Pig	UBO:0001111	Bearded Pig (Pig)	Bearded Pig	Pig	UBO:0000029
Belgian Landrace!%!Pig	UBO:0001112	Belgian Landrace (Pig)	Belgian Landrace	Pig	UBO:0000029
Bentheim Black Pied!%!Pig	UBO:0001113	Bentheim Black Pied (Pig)	Bentheim Black Pied	Pig	UBO:0000029
Berkshire!%!Pig	UBO:0001114	Berkshire (Pig)	Berkshire	Pig	UBO:0000029
Bisaro!%!Pig	UBO:0001115	Bisaro (Pig)	Bisaro	Pig	UBO:0000029
Black Canary!%!Pig	UBO:0001116	Black Canary (Pig)	Black Canary	Pig	UBO:0000029
Black Slavonian pig!%!Pig	UBO:0001117	Black Slavonian pig (Pig)	Black Slavonian pig	Pig	UBO:0000029
British Landrace!%!Pig	UBO:0001118	British Landrace (Pig)	British Landrace	Pig	UBO:0000029
Bunte Bentheimer!%!Pig	UBO:0001119	Bunte Bentheimer (Pig)	Bunte Bentheimer	Pig	UBO:0000029
Chester White!%!Pig	UBO:0001120	Chester White (Pig)	Chester White	Pig	UBO:0000029
Corsican!%!Pig	UBO:0001121	Corsican (Pig)	Corsican	Pig	UBO:0000029
Dalland!%!Pig	UBO:0001122	Dalland (Pig)	Dalland	Pig	UBO:0000029
Danish Black Pied Pig!%!Pig	UBO:0001123	Danish Black Pied Pig (Pig)	Danish Black Pied Pig	Pig	UBO:0000029
Danish Landrace!%!Pig	UBO:0001124	Danish Landrace (Pig)	Danish Landrace	Pig	UBO:0000029
DRB!%!Pig	UBO:0001125	DRB (Pig)	DRB	Pig	UBO:0000029
DRC!%!Pig	UBO:0001126	DRC (Pig)	DRC	Pig	UBO:0000029
Duroc!%!Pig	UBO:0001127	Duroc (Pig)	Duroc	Pig	UBO:0000029
Dutch Landrace!%!Pig	UBO:0001128	Dutch Landrace (Pig)	Dutch Landrace	Pig	UBO:0000029
Estonian Landrace!%!Pig	UBO:0001129	Estonian Landrace (Pig)	Estonian Landrace	Pig	UBO:0000029
Estonian Large White!%!Pig	UBO:0001130	Estonian Large White (Pig)	Estonian Large White	Pig	UBO:0000029
FH012!%!Pig	UBO:0001131	FH012 (Pig)	FH012	Pig	UBO:0000029
FH016!%!Pig	UBO:0001132	FH016 (Pig)	FH016	Pig	UBO:0000029
Finnish Landrace!%!Pig	UBO:0001133	Finnish Landrace (Pig)	Finnish Landrace	Pig	UBO:0000029
Forest Mountain!%!Pig	UBO:0001134	Forest Mountain (Pig)	Forest Mountain	Pig	UBO:0000029
French Landrace!%!Pig	UBO:0001135	French Landrace (Pig)	French Landrace	Pig	UBO:0000029
Gallia!%!Pig	UBO:0001136	Gallia (Pig)	Gallia	Pig	UBO:0000029
Gascony!%!Pig	UBO:0001137	Gascony (Pig)	Gascony	Pig	UBO:0000029
German Landrace!%!Pig	UBO:0001138	German Landrace (Pig)	German Landrace	Pig	UBO:0000029
German Large White!%!Pig	UBO:0001139	German Large White (Pig)	German Large White	Pig	UBO:0000029
German Saddleback!%!Pig	UBO:0001140	German Saddleback (Pig)	German Saddleback	Pig	UBO:0000029
Ghori!%!Pig	UBO:0001141	Ghori (Pig)	Ghori	Pig	UBO:0000029
Gloucestershire Old Spot!%!Pig	UBO:0001142	Gloucestershire Old Spot (Pig)	Gloucestershire Old Spot	Pig	UBO:0000029
Gochu Asturcelta!%!Pig	UBO:0001143	Gochu Asturcelta (Pig)	Gochu Asturcelta	Pig	UBO:0000029
Greek!%!Pig	UBO:0001144	Greek (Pig)	Greek	Pig	UBO:0000029
Haitian!%!Pig	UBO:0001145	Haitian (Pig)	Haitian	Pig	UBO:0000029
Hampshire!%!Pig	UBO:0001146	Hampshire (Pig)	Hampshire	Pig	UBO:0000029
Hereford!%!Pig	UBO:0001147	Hereford (Pig)	Hereford	Pig	UBO:0000029
Iban!%!Pig	UBO:0001148	Iban (Pig)	Iban	Pig	UBO:0000029
Iberian Black!%!Pig	UBO:0001149	Iberian Black (Pig)	Iberian Black	Pig	UBO:0000029
Iberian Swine!%!Pig	UBO:0001150	Iberian Swine (Pig)	Iberian Swine	Pig	UBO:0000029
Irish Landrace!%!Pig	UBO:0001151	Irish Landrace (Pig)	Irish Landrace	Pig	UBO:0000029
Jersey Red!%!Pig	UBO:0001152	Jersey Red (Pig)	Jersey Red	Pig	UBO:0000029
Jia-Xing!%!Pig	UBO:0001153	Jia-Xing (Pig)	Jia-Xing	Pig	UBO:0000029
Kahyb!%!Pig	UBO:0001154	Kahyb (Pig)	Kahyb	Pig	UBO:0000029
Kakhuri Pig!%!Pig	UBO:0001155	Kakhuri Pig (Pig)	Kakhuri Pig	Pig	UBO:0000029
Kemerovo!%!Pig	UBO:0001156	Kemerovo (Pig)	Kemerovo	Pig	UBO:0000029
Korean native!%!Pig	UBO:0001157	Korean native (Pig)	Korean native	Pig	UBO:0000029
Korhogo!%!Pig	UBO:0001158	Korhogo (Pig)	Korhogo	Pig	UBO:0000029
Kunekune!%!Pig	UBO:0001159	Kunekune (Pig)	Kunekune	Pig	UBO:0000029
Lacombe!%!Pig	UBO:0001160	Lacombe (Pig)	Lacombe	Pig	UBO:0000029
Landrace!%!Pig	UBO:0001161	Landrace (Pig)	Landrace	Pig	UBO:0000029
Large Black!%!Pig	UBO:0001162	Large Black (Pig)	Large Black	Pig	UBO:0000029
Large White!%!Pig	UBO:0001163	Large White (Pig)	Large White	Pig	UBO:0000029
Leicoma!%!Pig	UBO:0001164	Leicoma (Pig)	Leicoma	Pig	UBO:0000029
Limousin!%!Pig	UBO:0001165	Limousin (Pig)	Limousin	Pig	UBO:0000029
Line 990!%!Pig	UBO:0001166	Line 990 (Pig)	Line 990	Pig	UBO:0000029
Lithuanian White!%!Pig	UBO:0001167	Lithuanian White (Pig)	Lithuanian White	Pig	UBO:0000029
Livny!%!Pig	UBO:0001168	Livny (Pig)	Livny	Pig	UBO:0000029
Mangalitsa!%!Pig	UBO:0001169	Mangalitsa (Pig)	Mangalitsa	Pig	UBO:0000029
Mangalitsa Blond!%!Pig	UBO:0001170	Mangalitsa Blond (Pig)	Mangalitsa Blond	Pig	UBO:0000029
Mangalitsa Red!%!Pig	UBO:0001171	Mangalitsa Red (Pig)	Mangalitsa Red	Pig	UBO:0000029
Mangalitsa Swallow Bellied!%!Pig	UBO:0001172	Mangalitsa Swallow Bellied (Pig)	Mangalitsa Swallow Bellied	Pig	UBO:0000029
Mangalitsa Swalow Belly!%!Pig	UBO:0001173	Mangalitsa Swalow Belly (Pig)	Mangalitsa Swalow Belly	Pig	UBO:0000029
Mangouste!%!Pig	UBO:0001174	Mangouste (Pig)	Mangouste	Pig	UBO:0000029
Meishan!%!Pig	UBO:0001175	Meishan (Pig)	Meishan	Pig	UBO:0000029
Middle White!%!Pig	UBO:0001176	Middle White (Pig)	Middle White	Pig	UBO:0000029
Murcian!%!Pig	UBO:0001177	Murcian (Pig)	Murcian	Pig	UBO:0000029
Murom!%!Pig	UBO:0001178	Murom (Pig)	Murom	Pig	UBO:0000029
Musclor!%!Pig	UBO:0001179	Musclor (Pig)	Musclor	Pig	UBO:0000029
New Haitian!%!Pig	UBO:0001180	New Haitian (Pig)	New Haitian	Pig	UBO:0000029
North Caucasus!%!Pig	UBO:0001181	North Caucasus (Pig)	North Caucasus	Pig	UBO:0000029
North Siberian!%!Pig	UBO:0001182	North Siberian (Pig)	North Siberian	Pig	UBO:0000029
Norwegian Landrace!%!Pig	UBO:0001183	Norwegian Landrace (Pig)	Norwegian Landrace	Pig	UBO:0000029
Norwegian Yorkshire!%!Pig	UBO:0001184	Norwegian Yorkshire (Pig)	Norwegian Yorkshire	Pig	UBO:0000029
Pelon!%!Pig	UBO:0001185	Pelon (Pig)	Pelon	Pig	UBO:0000029
Pen Ar Lan P 77!%!Pig	UBO:0001186	Pen Ar Lan P 77 (Pig)	Pen Ar Lan P 77	Pig	UBO:0000029
Penshire!%!Pig	UBO:0001187	Penshire (Pig)	Penshire	Pig	UBO:0000029
PIC HY!%!Pig	UBO:0001188	PIC HY (Pig)	PIC HY	Pig	UBO:0000029
Pietrain!%!Pig	UBO:0001189	Pietrain (Pig)	Pietrain	Pig	UBO:0000029
Poland China!%!Pig	UBO:0001190	Poland China (Pig)	Poland China	Pig	UBO:0000029
Polish Large White!%!Pig	UBO:0001191	Polish Large White (Pig)	Polish Large White	Pig	UBO:0000029
Pulawska!%!Pig	UBO:0001192	Pulawska (Pig)	Pulawska	Pig	UBO:0000029
Saddleback!%!Pig	UBO:0001193	Saddleback (Pig)	Saddleback	Pig	UBO:0000029
Seghers!%!Pig	UBO:0001194	Seghers (Pig)	Seghers	Pig	UBO:0000029
Siberian!%!Pig	UBO:0001195	Siberian (Pig)	Siberian	Pig	UBO:0000029
Siberian Black Pied!%!Pig	UBO:0001196	Siberian Black Pied (Pig)	Siberian Black Pied	Pig	UBO:0000029
slovenian large white!%!Pig	UBO:0001197	slovenian large white (Pig)	slovenian large white	Pig	UBO:0000029
Spotted!%!Pig	UBO:0001198	Spotted (Pig)	Spotted	Pig	UBO:0000029
Sus scrofa!%!Pig	UBO:0001199	Sus scrofa (Pig)	Sus scrofa	Pig	UBO:0000029
Swedish Landrace!%!Pig	UBO:0001200	Swedish Landrace (Pig)	Swedish Landrace	Pig	UBO:0000029
Swedish Large White!%!Pig	UBO:0001201	Swedish Large White (Pig)	Swedish Large White	Pig	UBO:0000029
Tamworth!%!Pig	UBO:0001202	Tamworth (Pig)	Tamworth	Pig	UBO:0000029
Tia Meslan!%!Pig	UBO:0001203	Tia Meslan (Pig)	Tia Meslan	Pig	UBO:0000029
Tsivilsk!%!Pig	UBO:0001204	Tsivilsk (Pig)	Tsivilsk	Pig	UBO:0000029
Turopolje!%!Pig	UBO:0001205	Turopolje (Pig)	Turopolje	Pig	UBO:0000029
Turopolje pig!%!Pig	UBO:0001206	Turopolje pig (Pig)	Turopolje pig	Pig	UBO:0000029
Ukrainian!%!Pig	UBO:0001207	Ukrainian (Pig)	Ukrainian	Pig	UBO:0000029
Ukrainian White Steppe!%!Pig	UBO:0001208	Ukrainian White Steppe (Pig)	Ukrainian White Steppe	Pig	UBO:0000029
Urzhum!%!Pig	UBO:0001209	Urzhum (Pig)	Urzhum	Pig	UBO:0000029
Welsh!%!Pig	UBO:0001210	Welsh (Pig)	Welsh	Pig	UBO:0000029
Wessex Saddleback!%!Pig	UBO:0001211	Wessex Saddleback (Pig)	Wessex Saddleback	Pig	UBO:0000029
Yorkshire!%!Pig	UBO:0001212	Yorkshire (Pig)	Yorkshire	Pig	UBO:0000029
Yucatan!%!Pig	UBO:0001213	Yucatan (Pig)	Yucatan	Pig	UBO:0000029
Zlotniki Spotted!%!Pig	UBO:0001214	Zlotniki Spotted (Pig)	Zlotniki Spotted	Pig	UBO:0000029
Zlotniki White!%!Pig	UBO:0001215	Zlotniki White (Pig)	Zlotniki White	Pig	UBO:0000029
Danish Jacobin Pigeon!%!Pigeon	UBO:0001216	Danish Jacobin Pigeon (Pigeon)	Danish Jacobin Pigeon	Pigeon	UBO:0000030
Danish Suabian Pigeon!%!Pigeon	UBO:0001217	Danish Suabian Pigeon (Pigeon)	Danish Suabian Pigeon	Pigeon	UBO:0000030
Old Danish Tumbler!%!Pigeon	UBO:0001218	Old Danish Tumbler (Pigeon)	Old Danish Tumbler	Pigeon	UBO:0000030
Old Dutch Turbit!%!Pigeon	UBO:0001219	Old Dutch Turbit (Pigeon)	Old Dutch Turbit	Pigeon	UBO:0000030
Show Homer!%!Pigeon	UBO:0001220	Show Homer (Pigeon)	Show Homer	Pigeon	UBO:0000030
Tippler!%!Pigeon	UBO:0001221	Tippler (Pigeon)	Tippler	Pigeon	UBO:0000030
White King!%!Pigeon	UBO:0001222	White King (Pigeon)	White King	Pigeon	UBO:0000030
Cailles!%!Quail	UBO:0001223	Cailles (Quail)	Cailles	Quail	UBO:0000031
Japanese Quail!%!Quail	UBO:0001224	Japanese Quail (Quail)	Japanese Quail	Quail	UBO:0000031
Jumbo brown Quail!%!Quail	UBO:0001225	Jumbo brown Quail (Quail)	Jumbo brown Quail	Quail	UBO:0000031
Rain Quail!%!Quail	UBO:0001226	Rain Quail (Quail)	Rain Quail	Quail	UBO:0000031
Alaska!%!Rabbit	UBO:0001227	Alaska (Rabbit)	Alaska	Rabbit	UBO:0000032
Angora!%!Rabbit	UBO:0001228	Angora (Rabbit)	Angora	Rabbit	UBO:0000032
Angora German!%!Rabbit	UBO:0001229	Angora German (Rabbit)	Angora German	Rabbit	UBO:0000032
Belgian Giant!%!Rabbit	UBO:0001230	Belgian Giant (Rabbit)	Belgian Giant	Rabbit	UBO:0000032
Belgian Giant Albino!%!Rabbit	UBO:0001231	Belgian Giant Albino (Rabbit)	Belgian Giant Albino	Rabbit	UBO:0000032
Belgian Hare!%!Rabbit	UBO:0001232	Belgian Hare (Rabbit)	Belgian Hare	Rabbit	UBO:0000032
Black Satin!%!Rabbit	UBO:0001233	Black Satin (Rabbit)	Black Satin	Rabbit	UBO:0000032
Blauer Wiener!%!Rabbit	UBO:0001234	Blauer Wiener (Rabbit)	Blauer Wiener	Rabbit	UBO:0000032
Blaugraue Wiener!%!Rabbit	UBO:0001235	Blaugraue Wiener (Rabbit)	Blaugraue Wiener	Rabbit	UBO:0000032
Bouscat!%!Rabbit	UBO:0001236	Bouscat (Rabbit)	Bouscat	Rabbit	UBO:0000032
Burgundy!%!Rabbit	UBO:0001237	Burgundy (Rabbit)	Burgundy	Rabbit	UBO:0000032
Butterfly!%!Rabbit	UBO:0001238	Butterfly (Rabbit)	Butterfly	Rabbit	UBO:0000032
California!%!Rabbit	UBO:0001239	California (Rabbit)	California	Rabbit	UBO:0000032
Carolina White!%!Rabbit	UBO:0001240	Carolina White (Rabbit)	Carolina White	Rabbit	UBO:0000032
Chinchilla!%!Rabbit	UBO:0001241	Chinchilla (Rabbit)	Chinchilla	Rabbit	UBO:0000032
Chinchilla giant!%!Rabbit	UBO:0001242	Chinchilla giant (Rabbit)	Chinchilla giant	Rabbit	UBO:0000032
Chinchilla small!%!Rabbit	UBO:0001243	Chinchilla small (Rabbit)	Chinchilla small	Rabbit	UBO:0000032
Deilenaar!%!Rabbit	UBO:0001244	Deilenaar (Rabbit)	Deilenaar	Rabbit	UBO:0000032
Dutch!%!Rabbit	UBO:0001245	Dutch (Rabbit)	Dutch	Rabbit	UBO:0000032
English Spot!%!Rabbit	UBO:0001246	English Spot (Rabbit)	English Spot	Rabbit	UBO:0000032
English Wether!%!Rabbit	UBO:0001247	English Wether (Rabbit)	English Wether	Rabbit	UBO:0000032
