	VBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	new label	updated transboundary name (correct spelling)	species =parent term	parent ID	source for parents	in subset transboundary
Langshan!%!Chicken	VBO:0000558	Langshan (Chicken)	Langshan; Chicken	Langshan	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Legbar!%!Chicken	VBO:0000559	Legbar (Chicken)	Legbar; Chicken	Legbar	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leghorn G99!%!Chicken	VBO:0000560	Leghorn G99 (Chicken)	Leghorn G99; Chicken	Leghorn G99	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leghorn H22!%!Chicken	VBO:0000561	Leghorn H22 (Chicken)	Leghorn H22; Chicken	Leghorn H22	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leghorn H33!%!Chicken	VBO:0000562	Leghorn H33 (Chicken)	Leghorn H33; Chicken	Leghorn H33	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leghorn H44!%!Chicken	VBO:0000563	Leghorn H44 (Chicken)	Leghorn H44; Chicken	Leghorn H44	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leghorn H77!%!Chicken	VBO:0000564	Leghorn H77 (Chicken)	Leghorn H77; Chicken	Leghorn H77	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leghorn L99!%!Chicken	VBO:0000565	Leghorn L99 (Chicken)	Leghorn L99; Chicken	Leghorn L99	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Light Sussex!%!Chicken	VBO:0000566	Light Sussex (Chicken)	Light Sussex; Chicken	Light Sussex	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lincolnshire Buff!%!Chicken	VBO:0000567	Lincolnshire Buff (Chicken)	Lincolnshire Buff; Chicken	Lincolnshire Buff	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Malay Game!%!Chicken	VBO:0000568	Malay Game (Chicken)	Malay Game; Chicken	Malay Game	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Marans!%!Chicken	VBO:0000569	Marans (Chicken)	Marans; Chicken	Marans	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Marans Bantam!%!Chicken	VBO:0000570	Marans Bantam (Chicken)	Marans Bantam; Chicken	Marans Bantam	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Marans White!%!Chicken	VBO:0000571	Marans White (Chicken)	Marans White; Chicken	Marans White	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Minorca!%!Chicken	VBO:0000572	Minorca (Chicken)	Minorca; Chicken	Minorca	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Modern Game!%!Chicken	VBO:0000573	Modern Game (Chicken)	Modern Game; Chicken	Modern Game	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Nankin!%!Chicken	VBO:0000574	Nankin (Chicken)	Nankin; Chicken	Nankin	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Nera!%!Chicken	VBO:0000575	Nera (Chicken)	Nera; Chicken	Nera	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
New Hampshire!%!Chicken	VBO:0000576	New Hampshire (Chicken)	New Hampshire; Chicken	New Hampshire	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
New Hampshire N11!%!Chicken	VBO:0000577	New Hampshire N11 (Chicken)	New Hampshire N11; Chicken	New Hampshire N11	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
New Hampshire N22!%!Chicken	VBO:0000578	New Hampshire N22 (Chicken)	New Hampshire N22; Chicken	New Hampshire N22	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
New Hampshire N88!%!Chicken	VBO:0000579	New Hampshire N88 (Chicken)	New Hampshire N88; Chicken	New Hampshire N88	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
New Hampshire Red!%!Chicken	VBO:0000580	New Hampshire Red (Chicken)	New Hampshire Red; Chicken	New Hampshire Red	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Norfolk Grey!%!Chicken	VBO:0000581	Norfolk Grey (Chicken)	Norfolk Grey; Chicken	Norfolk Grey	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
North Holland Blue!%!Chicken	VBO:0000582	North Holland Blue (Chicken)	North Holland Blue; Chicken	North Holland Blue	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Old English Game!%!Chicken	VBO:0000583	Old English Game (Chicken)	Old English Game; Chicken	Old English Game	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Old English Game Bantam!%!Chicken	VBO:0000584	Old English Game Bantam (Chicken)	Old English Game Bantam; Chicken	Old English Game Bantam	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Onagadori!%!Chicken	VBO:0000585	Onagadori (Chicken)	Onagadori; Chicken	Onagadori	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Oravka!%!Chicken	VBO:0000586	Oravka (Chicken)	Oravka; Chicken	Oravka	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Orloff!%!Chicken	VBO:0000587	Orloff (Chicken)	Orloff; Chicken	Orloff	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Orpington!%!Chicken	VBO:0000588	Orpington (Chicken)	Orpington; Chicken	Orpington	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Orpington Buff!%!Chicken	VBO:0000589	Orpington Buff (Chicken)	Orpington Buff; Chicken	Orpington Buff	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Paduan!%!Chicken	VBO:0000590	Paduan (Chicken)	Paduan; Chicken	Paduan	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Phoenix!%!Chicken	VBO:0000591	Phoenix (Chicken)	Phoenix; Chicken	Phoenix	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Plymouth Rock!%!Chicken	VBO:0000592	Plymouth Rock (Chicken)	Plymouth Rock; Chicken	Plymouth Rock	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Plymouth Rock Barred!%!Chicken	VBO:0000593	Plymouth Rock Barred (Chicken)	Plymouth Rock Barred; Chicken	Plymouth Rock Barred	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Plymouth Rock White!%!Chicken	VBO:0000594	Plymouth Rock White (Chicken)	Plymouth Rock White; Chicken	Plymouth Rock White	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Polbar!%!Chicken	VBO:0000595	Polbar (Chicken)	Polbar; Chicken	Polbar	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Polish!%!Chicken	VBO:0000596	Polish (Chicken)	Polish; Chicken	Polish	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Progress!%!Chicken	VBO:0000597	Progress (Chicken)	Progress; Chicken	Progress	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhinlander!%!Chicken	VBO:0000598	Rhinlander (Chicken)	Rhinlander; Chicken	Rhinlander	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red!%!Chicken	VBO:0000599	Rhode Island Red (Chicken)	Rhode Island Red; Chicken	Rhode Island Red	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red Bantam!%!Chicken	VBO:0000600	Rhode Island Red Bantam (Chicken)	Rhode Island Red Bantam; Chicken	Rhode Island Red Bantam	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red K22!%!Chicken	VBO:0000601	Rhode Island Red K22 (Chicken)	Rhode Island Red K22; Chicken	Rhode Island Red K22	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red K44!%!Chicken	VBO:0000602	Rhode Island Red K44 (Chicken)	Rhode Island Red K44; Chicken	Rhode Island Red K44	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red K66!%!Chicken	VBO:0000603	Rhode Island Red K66 (Chicken)	Rhode Island Red K66; Chicken	Rhode Island Red K66	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red R11!%!Chicken	VBO:0000604	Rhode Island Red R11 (Chicken)	Rhode Island Red R11; Chicken	Rhode Island Red R11	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red R33!%!Chicken	VBO:0000605	Rhode Island Red R33 (Chicken)	Rhode Island Red R33; Chicken	Rhode Island Red R33	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red R55!%!Chicken	VBO:0000606	Rhode Island Red R55 (Chicken)	Rhode Island Red R55; Chicken	Rhode Island Red R55	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island Red V44!%!Chicken	VBO:0000607	Rhode Island Red V44 (Chicken)	Rhode Island Red V44; Chicken	Rhode Island Red V44	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island White A22!%!Chicken	VBO:0000608	Rhode Island White A22 (Chicken)	Rhode Island White A22; Chicken	Rhode Island White A22	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island White A33!%!Chicken	VBO:0000609	Rhode Island White A33 (Chicken)	Rhode Island White A33; Chicken	Rhode Island White A33	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island White A88!%!Chicken	VBO:0000610	Rhode Island White A88 (Chicken)	Rhode Island White A88; Chicken	Rhode Island White A88	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhode Island White M55!%!Chicken	VBO:0000611	Rhode Island White M55 (Chicken)	Rhode Island White M55; Chicken	Rhode Island White M55	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rhodebar!%!Chicken	VBO:0000612	Rhodebar (Chicken)	Rhodebar; Chicken	Rhodebar	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Rumpless Game!%!Chicken	VBO:0000613	Rumpless Game (Chicken)	Rumpless Game; Chicken	Rumpless Game	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sasso!%!Chicken	VBO:0000614	Sasso (Chicken)	Sasso; Chicken	Sasso	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Satsuma-Dori!%!Chicken	VBO:0000615	Satsuma-Dori (Chicken)	Satsuma-Dori; Chicken	Satsuma-Dori	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Scots Dumpy!%!Chicken	VBO:0000616	Scots Dumpy (Chicken)	Scots Dumpy; Chicken	Scots Dumpy	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Shamo!%!Chicken	VBO:0000617	Shamo (Chicken)	Shamo; Chicken	Shamo	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sicilian Buttercup!%!Chicken	VBO:0000618	Sicilian Buttercup (Chicken)	Sicilian Buttercup; Chicken	Sicilian Buttercup	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Silkie!%!Chicken	VBO:0000619	Silkie (Chicken)	Silkie; Chicken	Silkie	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Slovenska grahasta kokoÅ¡!%!Chicken	VBO:0000620	Slovenska grahasta kokoš (Chicken)	Slovenska grahasta kokoš; Chicken	Slovenska grahasta kokoš	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Slovenska pitovna kokoÅ¡!%!Chicken	VBO:0000621	Slovenska pitovna kokoš (Chicken)	Slovenska pitovna kokoš; Chicken	Slovenska pitovna kokoš	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Slovenska pozno operjena kokoÅ¡!%!Chicken	VBO:0000622	Slovenska pozno operjena kokoš (Chicken)	Slovenska pozno operjena kokoš; Chicken	Slovenska pozno operjena kokoš	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Slovenska rjava kokoÅ¡!%!Chicken	VBO:0000623	Slovenska rjava kokoš (Chicken)	Slovenska rjava kokoš; Chicken	Slovenska rjava kokoš	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Slovenska srebrna kokoÅ¡!%!Chicken	VBO:0000624	Slovenska srebrna kokoš (Chicken)	Slovenska srebrna kokoš; Chicken	Slovenska srebrna kokoš	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Slovenska zgodaj operjena kokoÅ¡!%!Chicken	VBO:0000625	Slovenska zgodaj operjena kokoš (Chicken)	Slovenska zgodaj operjena kokoš; Chicken	Slovenska zgodaj operjena kokoš	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Spanish!%!Chicken	VBO:0000626	Spanish (Chicken)	Spanish; Chicken	Spanish	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sulmtaler!%!Chicken	VBO:0000627	Sulmtaler (Chicken)	Sulmtaler; Chicken	Sulmtaler	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sultan!%!Chicken	VBO:0000628	Sultan (Chicken)	Sultan; Chicken	Sultan	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sumatra!%!Chicken	VBO:0000629	Sumatra (Chicken)	Sumatra; Chicken	Sumatra	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sussex!%!Chicken	VBO:0000630	Sussex (Chicken)	Sussex; Chicken	Sussex	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sussex S-66!%!Chicken	VBO:0000631	Sussex S-66 (Chicken)	Sussex S-66; Chicken	Sussex S-66	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sussex S11!%!Chicken	VBO:0000632	Sussex S11 (Chicken)	Sussex S11; Chicken	Sussex S11	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sussex S22!%!Chicken	VBO:0000633	Sussex S22 (Chicken)	Sussex S22; Chicken	Sussex S22	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sussex S55!%!Chicken	VBO:0000634	Sussex S55 (Chicken)	Sussex S55; Chicken	Sussex S55	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sussex Speckled!%!Chicken	VBO:0000635	Sussex Speckled (Chicken)	Sussex Speckled; Chicken	Sussex Speckled	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Taiwan Country Breed!%!Chicken	VBO:0000636	Taiwan Country Breed (Chicken)	Taiwan Country Breed; Chicken	Taiwan Country Breed	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Tanzania indigenous chicken!%!Chicken	VBO:0000637	Tanzania indigenous chicken (Chicken)	Tanzania indigenous chicken; Chicken	Tanzania indigenous chicken	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
ThÃ¼ringer BarthÃ¼hner!%!Chicken	VBO:0000638	Thüringer Barthühner (Chicken)	Thüringer Barthühner; Chicken	Thüringer Barthühner	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Transylvanian Naked Neck!%!Chicken	VBO:0000639	Transylvanian Naked Neck (Chicken)	Transylvanian Naked Neck; Chicken	Transylvanian Naked Neck	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Transylvanian Naked Neck Bantam!%!Chicken	VBO:0000640	Transylvanian Naked Neck Bantam (Chicken)	Transylvanian Naked Neck Bantam; Chicken	Transylvanian Naked Neck Bantam	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Vorwerk!%!Chicken	VBO:0000641	Vorwerk (Chicken)	Vorwerk; Chicken	Vorwerk	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Warren!%!Chicken	VBO:0000642	Warren (Chicken)	Warren; Chicken	Warren	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Welsummer!%!Chicken	VBO:0000643	Welsummer (Chicken)	Welsummer; Chicken	Welsummer	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Welsummer Bantam!%!Chicken	VBO:0000644	Welsummer Bantam (Chicken)	Welsummer Bantam; Chicken	Welsummer Bantam	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
White Cornish!%!Chicken	VBO:0000645	White Cornish (Chicken)	White Cornish; Chicken	White Cornish	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
White Leghorn!%!Chicken	VBO:0000646	White Leghorn (Chicken)	White Leghorn; Chicken	White Leghorn	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Wyandotte!%!Chicken	VBO:0000647	Wyandotte (Chicken)	Wyandotte; Chicken	Wyandotte	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Wyandotte White!%!Chicken	VBO:0000648	Wyandotte White (Chicken)	Wyandotte White; Chicken	Wyandotte White	Chicken	NCBITaxon:9031	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Axis deer (Axis axis)!%!Deer	VBO:0000649	Axis deer (Axis axis) (Deer)	Axis deer (Axis axis); Deer	Axis deer (Axis axis)	Deer	NCBITaxon:34878	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chinese water deer (Hydropotes inermis)!%!Deer	VBO:0000650	Chinese water deer (Hydropotes inermis) (Deer)	Chinese water deer (Hydropotes inermis); Deer	Chinese water deer (Hydropotes inermis)	Deer	NCBITaxon:34878	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Fallow Deer (Cervus dama)!%!Deer	VBO:0000651	Fallow Deer (Cervus dama) (Deer)	Fallow Deer (Cervus dama); Deer	Fallow Deer (Cervus dama)	Deer	NCBITaxon:34878	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Formosan sika deer (Cervus nippon taiouanus)!%!Deer	VBO:0000652	Formosan sika deer (Cervus nippon taiouanus) (Deer)	Formosan sika deer (Cervus nippon taiouanus); Deer	Formosan sika deer (Cervus nippon taiouanus)	Deer	NCBITaxon:34878	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hog Deer (Axis porcinus)!%!Deer	VBO:0000653	Hog Deer (Axis porcinus) (Deer)	Hog Deer (Axis porcinus); Deer	Hog Deer (Axis porcinus)	Deer	NCBITaxon:34878	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Muntjac deer (Muntiacus reevesi)!%!Deer	VBO:0000654	Muntjac deer (Muntiacus reevesi) (Deer)	Muntjac deer (Muntiacus reevesi); Deer	Muntjac deer (Muntiacus reevesi)	Deer	NCBITaxon:34878	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
